chrom	window_start	window_end	cMperMb	n_EUR	mean_2pq_EUR	n_AFR	mean_2pq_AFR	n_EAS	mean_2pq_EAS	n_SAS	mean_2pq_SAS	n_AMR	mean_2pq_AMR
chr15	62000000	63000000	1.1352	7778	0.10445	13941	0.07938	7253	0.10737	8394	0.10488	9904	0.08628
chr15	63000000	64000000	0.8613	6795	0.11090	12038	0.07913	6355	0.06781	7350	0.10943	8595	0.09157
chr15	64000000	65000000	0.5637	6491	0.06428	11728	0.06843	5636	0.04513	6790	0.08909	8128	0.05113
chr15	65000000	66000000	1.1079	6018	0.07994	11510	0.05845	5676	0.06617	6916	0.07024	7310	0.06560
chr15	66000000	67000000	1.1971	7733	0.11935	13413	0.08316	7118	0.12132	8214	0.11053	9547	0.09478
chr15	67000000	68000000	1.6348	6185	0.11404	11020	0.07449	6001	0.11867	6514	0.11224	7561	0.09480
chr15	68000000	69000000	1.4249	6853	0.08862	12722	0.08152	6264	0.08735	7236	0.07955	8626	0.07146
chr15	69000000	70000000	1.8415	6718	0.08525	11785	0.07717	5780	0.12378	7043	0.09013	8387	0.07848
chr15	70000000	71000000	1.6925	6441	0.10752	11629	0.08658	5401	0.10926	7011	0.09766	8217	0.08425
chr15	71000000	72000000	1.2318	6501	0.10623	11863	0.07713	5603	0.12011	7552	0.10174	8410	0.08644
chr15	72000000	73000000	0.8082	5592	0.05530	10138	0.06201	5113	0.08372	6256	0.05593	6735	0.06210
chr15	73000000	74000000	0.4852	6508	0.08712	11467	0.06889	5546	0.10164	6950	0.08630	7876	0.07263
chr15	74000000	75000000	0.5660	6498	0.06767	10066	0.06833	5354	0.10743	6517	0.08461	7198	0.07479
chr15	75000000	76000000	0.4355	6651	0.08063	11134	0.06258	5950	0.09073	7153	0.07168	7603	0.07275
chr15	76000000	77000000	0.3673	5392	0.10470	10826	0.06589	4919	0.10141	5948	0.09062	7365	0.07426
chr15	77000000	78000000	0.6378	7559	0.11504	13047	0.08182	6946	0.10130	7988	0.10198	9245	0.09514
chr15	78000000	79000000	1.1858	7704	0.11907	13258	0.08122	7330	0.12763	8599	0.10873	9295	0.10597
chr15	79000000	80000000	1.6180	8219	0.11939	13640	0.08640	7053	0.15028	8391	0.11634	9530	0.10481
chr15	80000000	81000000	1.6480	7511	0.10657	13534	0.07905	6353	0.12086	7527	0.11236	9451	0.09233
chr15	81000000	82000000	1.1267	7175	0.09181	12593	0.08115	5782	0.11335	6960	0.09786	8835	0.08354
chr15	82000000	83000000	0.6564	7515	0.09173	11998	0.06122	6321	0.09834	7685	0.08153	8978	0.07750
chr15	83000000	84000000	0.3437	6007	0.09771	10538	0.05933	5107	0.09533	6399	0.07782	7463	0.07755
chr15	84000000	85000000	0.4463	5504	0.09912	9255	0.04983	5082	0.08017	5764	0.08247	6729	0.07865
chr15	85000000	86000000	0.7778	8440	0.12539	13649	0.08598	7312	0.12272	8530	0.11751	9468	0.11322
chr15	86000000	87000000	1.1543	8964	0.10652	15507	0.07771	7856	0.11423	9598	0.10757	10827	0.09155
chr15	87000000	88000000	1.6892	8240	0.10247	15200	0.07848	7513	0.11058	9010	0.09708	11219	0.08026
chr15	88000000	89000000	1.8444	8046	0.09643	14512	0.08117	7765	0.09639	9020	0.09616	10163	0.08293
chr15	89000000	90000000	1.9031	7506	0.10769	14283	0.08510	6784	0.11363	8140	0.10133	10085	0.08647
chr15	90000000	91000000	2.0383	8056	0.11311	13884	0.09199	6947	0.13141	8169	0.11773	9997	0.09841
chr15	91000000	92000000	2.2373	7913	0.11189	15109	0.09079	6759	0.11552	8534	0.10933	10663	0.08962
chr15	92000000	93000000	3.0787	8251	0.12757	15065	0.09358	7790	0.13019	8807	0.12826	10892	0.10484
chr15	93000000	94000000	3.4179	9043	0.13951	15878	0.10036	8402	0.13936	10103	0.13075	11809	0.11446
chr15	94000000	95000000	3.5689	7717	0.12863	14270	0.08699	6841	0.13129	8233	0.11723	10242	0.10005
chr15	95000000	96000000	3.2833	7087	0.09842	12614	0.07984	6046	0.12340	7662	0.09694	9333	0.08176
chr15	96000000	97000000	3.1655	7078	0.12226	13035	0.08661	6512	0.12246	7855	0.10946	8721	0.10128
chr15	97000000	98000000	3.2158	8269	0.11296	13973	0.08845	6993	0.12938	9040	0.10552	10177	0.10038
chr15	98000000	99000000	2.8663	8565	0.12008	15536	0.09186	7875	0.12451	9467	0.11386	11367	0.09664
chr15	99000000	100000000	2.5720	8391	0.11910	14582	0.09301	7398	0.13490	8793	0.11770	10480	0.10005
chr15	100000000	101000000	2.6849	9636	0.11579	17471	0.09598	9247	0.13134	11077	0.10794	12860	0.10251
chr15	101000000	102000000	2.9580	8431	0.11344	15815	0.08302	8216	0.10818	9601	0.10189	11008	0.09255
chr16	0	1000000	2.4614	11899	0.08206	19881	0.07246	10171	0.09366	13064	0.08530	14716	0.07387
chr16	1000000	2000000	2.0555	12096	0.08660	19740	0.07304	10117	0.09683	12749	0.09202	14092	0.07884
chr16	2000000	3000000	1.7642	8127	0.07667	14744	0.06515	6557	0.06857	8699	0.06247	10186	0.06371
chr16	3000000	4000000	1.5173	8608	0.08325	15654	0.06762	7519	0.09346	9147	0.08074	11503	0.06525
chr16	4000000	5000000	2.1603	8826	0.10005	17369	0.07471	8098	0.09281	9586	0.09039	12309	0.07777
chr16	5000000	6000000	2.9174	12129	0.12050	22607	0.08706	10398	0.13304	13050	0.11291	16079	0.09684
chr16	6000000	7000000	3.2143	14694	0.11437	26373	0.08429	12658	0.12991	15414	0.11066	18953	0.09367
chr16	7000000	8000000	2.8714	13857	0.11395	24726	0.08800	12000	0.12950	15000	0.10913	16977	0.09614
chr16	8000000	9000000	2.1086	12138	0.12900	21593	0.08973	10385	0.12485	12717	0.11735	15868	0.10187
chr16	9000000	10000000	2.4334	9914	0.12200	17081	0.08623	7701	0.12841	9966	0.11420	11982	0.09806
chr16	10000000	11000000	2.2907	10101	0.11584	17925	0.09314	8209	0.13054	10184	0.12020	12830	0.09642
chr16	11000000	12000000	2.4212	9607	0.12362	17510	0.08546	8252	0.13158	9749	0.12022	12006	0.09699
chr16	12000000	13000000	1.9819	11387	0.11964	20885	0.08325	10351	0.14212	12696	0.11007	14492	0.09814
chr16	13000000	14000000	1.6321	8758	0.11772	16404	0.08231	7704	0.11892	9359	0.10831	11294	0.08976
chr16	14000000	15000000	1.4543	6019	0.06386	10459	0.05777	5429	0.06873	6768	0.06028	7133	0.05315
chr16	15000000	16000000	1.1467	7453	0.08166	12637	0.06335	6653	0.09662	8039	0.07588	9142	0.06810
chr16	16000000	17000000	1.5635	7063	0.10621	11649	0.08128	6243	0.10513	7279	0.10558	8417	0.08653
chr16	17000000	18000000	1.2708	8067	0.10856	14068	0.08613	6626	0.10897	8597	0.10513	10017	0.08832
chr16	18000000	19000000	1.7510	5703	0.09340	9822	0.06939	4988	0.09164	6288	0.08326	7215	0.07571
chr16	19000000	20000000	1.5730	7431	0.09934	12555	0.09484	6192	0.12396	7430	0.10398	9149	0.08934
chr16	20000000	21000000	1.5927	6790	0.10239	12121	0.08763	6811	0.12076	8064	0.10839	8768	0.09163
chr16	21000000	22000000	1.1920	5777	0.06429	9369	0.05006	5763	0.08353	7074	0.05877	6798	0.06705
chr16	22000000	23000000	1.1065	6129	0.06561	10178	0.05475	6220	0.08065	7276	0.06260	7250	0.06293
chr16	23000000	24000000	1.5772	6950	0.10020	11513	0.07563	6191	0.09370	7554	0.08898	8336	0.08946
chr16	24000000	25000000	1.8354	7185	0.11853	12589	0.08670	6197	0.12452	7898	0.10986	9134	0.09616
chr16	25000000	26000000	2.1951	7462	0.13027	13479	0.08713	6385	0.13388	8392	0.11604	9890	0.09852
chr16	26000000	27000000	2.2655	8511	0.12601	14542	0.09241	7049	0.13440	8920	0.11938	10761	0.09798
chr16	27000000	28000000	1.8832	6661	0.10941	12710	0.07822	5695	0.10990	7068	0.09668	9223	0.08284
chr16	28000000	29000000	1.3353	6071	0.07727	10225	0.06465	5756	0.08410	6367	0.07671	7361	0.08015
chr16	29000000	30000000	0.7003	6672	0.09158	11588	0.07274	6542	0.09351	7090	0.08832	8356	0.07831
chr16	30000000	31000000	0.5874	4932	0.06515	8677	0.04905	4698	0.03931	5269	0.05160	6160	0.05092
chr16	31000000	32000000	0.3369	5994	0.08737	10591	0.07413	5451	0.09146	6291	0.08588	7588	0.07271
chr16	32000000	33000000	0.2140	5257	0.02239	8658	0.02787	4801	0.02523	5360	0.01981	6135	0.01996
chr16	33000000	34000000	0.0228	3730	0.02240	6174	0.03868	3369	0.02574	4091	0.02051	4294	0.02152
chr16	34000000	35000000	0.0118	11613	0.01793	16894	0.04031	9329	0.01897	11433	0.01655	12769	0.02029
chr16	35000000	36000000	0.0053	6851	0.02007	10331	0.03967	5374	0.02243	6851	0.01792	8073	0.02033
chr16	36000000	37000000	0.0001	6012	0.01728	8450	0.02868	5211	0.01871	6355	0.01575	6432	0.01765
chr16	37000000	38000000	0.0010	1555	0.01374	2029	0.01387	1428	0.01413	1541	0.01309	1506	0.01323
chr16	38000000	39000000	0.0022	1232	0.01425	1763	0.01972	1178	0.01589	1359	0.01229	1329	0.01337
chr16	46000000	47000000	0.0461	3165	0.03243	5402	0.03839	2827	0.02129	3319	0.02266	3887	0.02595
chr16	47000000	48000000	0.2571	4570	0.02960	8139	0.05290	4294	0.01766	4843	0.02429	5948	0.02554
chr16	48000000	49000000	0.7699	5925	0.09219	10921	0.08249	5048	0.08247	5904	0.09177	8594	0.07236
chr16	49000000	50000000	1.1406	6830	0.10486	12595	0.07904	6087	0.12141	7430	0.09410	9157	0.08085
chr16	50000000	51000000	1.5579	6216	0.08682	11986	0.07272	5647	0.09710	6599	0.08983	8340	0.07162
chr16	51000000	52000000	1.4710	7057	0.09989	13416	0.07598	6213	0.09913	7747	0.08250	9939	0.07425
chr16	52000000	53000000	1.6178	6874	0.12221	13378	0.08092	6359	0.10822	7838	0.10848	10123	0.08307
chr16	53000000	54000000	1.9916	6241	0.11629	11238	0.08252	5785	0.11956	6700	0.11764	8446	0.08424
chr16	54000000	55000000	2.3433	7754	0.10806	13573	0.08164	7099	0.11053	8200	0.10716	10026	0.08701
chr16	55000000	56000000	2.1935	7915	0.12180	13960	0.09635	7343	0.13559	8946	0.11935	10579	0.10026
chr16	56000000	57000000	2.1024	7132	0.11317	12334	0.07728	6667	0.12461	7807	0.11568	8912	0.09540
chr16	57000000	58000000	1.7383	8234	0.09321	13138	0.08001	7161	0.12425	8608	0.10545	9962	0.08641
chr16	58000000	59000000	1.6784	8444	0.11098	13123	0.08789	7344	0.14196	8999	0.11574	9774	0.10522
chr16	59000000	60000000	0.9965	7342	0.10735	12232	0.08510	6084	0.13943	7236	0.11551	8740	0.10005
chr16	60000000	61000000	0.8489	6878	0.12717	12068	0.08518	6622	0.12508	7873	0.12010	8617	0.10813
chr16	61000000	62000000	0.9304	5933	0.09515	11101	0.07718	5584	0.09415	6958	0.08189	8113	0.07662
chr16	62000000	63000000	1.0781	6613	0.10946	12563	0.07419	6123	0.10424	7112	0.10434	8883	0.08391
chr16	63000000	64000000	1.0334	6365	0.11805	12113	0.07605	5748	0.13033	6867	0.11314	8186	0.08695
chr16	64000000	65000000	1.0424	7386	0.10799	12347	0.07914	6038	0.12537	7336	0.10124	8646	0.09149
chr16	65000000	66000000	0.9799	7291	0.11109	12762	0.07942	5964	0.10394	7965	0.10113	9332	0.08793
chr16	66000000	67000000	0.7669	6542	0.08167	10943	0.07074	5197	0.10551	6936	0.09056	7741	0.07890
chr16	67000000	68000000	0.4658	5339	0.02997	8373	0.05769	3942	0.01911	5642	0.03902	6577	0.02753
chr16	68000000	69000000	0.3496	6735	0.08641	10492	0.07451	5140	0.08863	6773	0.08471	8109	0.07053
chr16	69000000	70000000	0.4206	6889	0.08592	10825	0.06751	5439	0.08186	7117	0.08198	8735	0.06598
chr16	70000000	71000000	0.3730	8033	0.06256	12720	0.07322	5592	0.07744	7678	0.05961	9646	0.05547
chr16	71000000	72000000	0.3429	6419	0.11234	10926	0.07697	5358	0.10059	6793	0.09731	8072	0.08653
chr16	72000000	73000000	0.8577	6915	0.06497	10500	0.06476	5700	0.10799	7163	0.06977	8206	0.07678
chr16	73000000	74000000	1.2138	7709	0.09722	14275	0.07656	6761	0.10385	8410	0.09536	10042	0.07911
chr16	74000000	75000000	1.2495	8785	0.10183	14781	0.06906	7753	0.09282	9853	0.08516	10549	0.08452
chr16	75000000	76000000	1.0485	8109	0.09793	15443	0.07520	7647	0.09585	9157	0.10015	10622	0.07872
chr16	76000000	77000000	1.3760	8576	0.12984	16942	0.08278	7850	0.13967	9485	0.12502	11473	0.10636
chr16	77000000	78000000	2.0315	10292	0.14084	18236	0.09066	9349	0.14463	11076	0.13638	13318	0.11194
chr16	78000000	79000000	2.7025	14537	0.10585	25571	0.08092	12454	0.12612	15518	0.10917	18237	0.08699
chr16	79000000	80000000	2.4326	11591	0.10516	21336	0.08168	10435	0.11075	12852	0.09967	14778	0.08423
chr16	80000000	81000000	2.8480	10550	0.10840	19551	0.08530	9863	0.11589	11600	0.09993	13475	0.09016
chr16	81000000	82000000	2.4355	11210	0.12237	20167	0.08955	9879	0.12679	11903	0.11330	14428	0.09980
chr16	82000000	83000000	3.0899	11539	0.10989	21030	0.08651	9389	0.13368	12521	0.11436	14987	0.09488
chr16	83000000	84000000	3.1414	12153	0.11941	22642	0.08692	10600	0.12115	13192	0.11012	16204	0.09065
chr16	84000000	85000000	3.8094	12162	0.13438	21949	0.09132	10649	0.14184	13243	0.12642	15870	0.10535
chr16	85000000	86000000	4.3546	9795	0.11471	19410	0.08332	8996	0.11692	10993	0.10651	14082	0.08628
chr16	86000000	87000000	3.6881	11775	0.11362	22311	0.08446	10587	0.13706	12910	0.11249	16376	0.09182
chr16	87000000	88000000	3.0638	10788	0.11433	20912	0.07930	9259	0.11586	11903	0.10185	14508	0.08979
chr16	88000000	89000000	1.7155	11579	0.10295	22512	0.07481	10756	0.10683	12779	0.09823	15847	0.07993
chr16	89000000	90000000	1.5470	10616	0.08883	20516	0.06446	9799	0.10459	12451	0.08505	13676	0.06970
chr16	90000000	91000000	1.5470	1401	0.09303	2659	0.06335	1326	0.09768	1618	0.08400	1847	0.08304
chr17	0	1000000	4.0219	9734	0.09444	15781	0.07166	9104	0.10035	10375	0.09187	11414	0.08246
chr17	1000000	2000000	3.2418	10399	0.10990	17496	0.07932	9330	0.11232	11202	0.10200	12742	0.09137
chr17	2000000	3000000	3.0226	8359	0.09745	14068	0.07719	7466	0.10659	9151	0.09542	10032	0.08399
chr17	3000000	4000000	2.5439	9383	0.12113	15775	0.09451	8982	0.10313	10553	0.10922	11609	0.10362
chr17	4000000	5000000	2.3451	8194	0.10478	14275	0.08448	7098	0.09240	8898	0.08984	10759	0.08074
chr17	5000000	6000000	2.4992	8611	0.11857	13870	0.09124	7407	0.12811	8909	0.11554	10728	0.09448
chr17	6000000	7000000	2.3526	8606	0.11961	14537	0.08910	7161	0.14390	8414	0.12590	10744	0.10151
chr17	7000000	8000000	2.5846	7203	0.09780	12210	0.07554	6287	0.10589	7928	0.09201	8825	0.08532
chr17	8000000	9000000	2.8651	7318	0.10398	13285	0.07783	6177	0.11617	7558	0.10127	9350	0.08543
chr17	9000000	10000000	3.4147	8522	0.11433	14775	0.09208	7393	0.10821	8770	0.10646	10607	0.09218
chr17	10000000	11000000	3.4168	7714	0.12370	13315	0.09079	7299	0.12042	8613	0.11385	9580	0.10252
chr17	11000000	12000000	2.7581	7703	0.09600	13571	0.08477	6572	0.11171	8060	0.09578	9678	0.08061
chr17	12000000	13000000	3.0268	7715	0.09677	13123	0.08585	6940	0.12849	8376	0.10296	9279	0.08832
chr17	13000000	14000000	3.4204	8806	0.13108	15120	0.09783	8224	0.14075	9803	0.11806	11145	0.10236
chr17	14000000	15000000	3.0373	8667	0.13407	15346	0.09424	7875	0.14516	9312	0.12692	11572	0.10304
chr17	15000000	16000000	1.9209	7824	0.10947	14231	0.09299	7214	0.12982	8522	0.10737	10598	0.09191
chr17	16000000	17000000	0.9922	6710	0.10204	12637	0.07845	6057	0.10094	7300	0.09986	9038	0.08123
chr17	17000000	18000000	0.7910	7080	0.08680	12294	0.07673	6048	0.08805	7355	0.08388	8343	0.07862
chr17	18000000	19000000	0.7317	6346	0.10951	11286	0.07958	5674	0.10052	6787	0.09918	7676	0.09538
chr17	19000000	20000000	0.6716	5165	0.06487	9406	0.05823	5246	0.09907	6178	0.07789	6773	0.06417
chr17	20000000	21000000	0.6099	7128	0.09840	13170	0.07160	6146	0.08722	7488	0.08589	8796	0.08063
chr17	21000000	22000000	0.4784	8994	0.08312	15031	0.06751	7438	0.07513	9739	0.07181	10749	0.07012
chr17	22000000	23000000	0.3050	5954	0.07696	10352	0.05703	4557	0.08510	6875	0.06666	7394	0.06231
chr17	23000000	24000000	0.0689	178	0.01762	238	0.01538	152	0.02579	196	0.01698	167	0.02238
chr17	24000000	25000000	0.0013	124	0.01163	139	0.00760	93	0.01129	122	0.01240	117	0.00910
chr17	25000000	26000000	0.0011	141	0.01117	195	0.00809	112	0.00792	148	0.00853	135	0.00801
chr17	26000000	27000000	0.2370	6122	0.04605	9990	0.04449	5113	0.05213	6476	0.04416	7084	0.04075
chr17	27000000	28000000	0.3453	7392	0.10691	12922	0.07350	6135	0.11695	7913	0.10152	8816	0.09336
chr17	28000000	29000000	0.4706	4838	0.06038	9744	0.04759	4311	0.05999	5559	0.06039	6515	0.04853
chr17	29000000	30000000	0.3059	5745	0.08490	10054	0.05804	4476	0.07495	5684	0.08588	6602	0.07442
chr17	30000000	31000000	0.5537	6445	0.07832	11971	0.07213	5107	0.07570	6865	0.08958	8059	0.07254
chr17	31000000	32000000	0.8285	6980	0.09959	12310	0.07669	5702	0.10393	7225	0.09471	8505	0.08854
chr17	32000000	33000000	1.5663	6886	0.08412	12312	0.06903	5355	0.08087	6820	0.08700	9001	0.06628
chr17	33000000	34000000	2.0672	7464	0.13028	13083	0.08925	6514	0.14403	8081	0.12470	9513	0.10522
chr17	34000000	35000000	2.0613	7143	0.11776	12988	0.07829	6274	0.13509	7986	0.11429	9024	0.09807
chr17	35000000	36000000	2.0616	6588	0.09370	12307	0.07174	5983	0.11667	7370	0.09430	8672	0.07726
chr17	36000000	37000000	1.6543	7108	0.09839	12836	0.08133	6062	0.12861	7348	0.10766	8866	0.08591
chr17	37000000	38000000	1.6068	5676	0.08605	10377	0.06414	4653	0.09767	5892	0.08528	7175	0.07479
chr17	38000000	39000000	1.0163	4987	0.08964	9789	0.07283	4358	0.09242	5566	0.08070	6672	0.06721
chr17	39000000	40000000	0.9032	6308	0.09499	11757	0.07388	4978	0.11111	7063	0.07029	8551	0.07426
chr17	40000000	41000000	0.8603	6516	0.09004	11566	0.06783	5129	0.10605	6826	0.08613	8514	0.07240
chr17	41000000	42000000	0.8113	7862	0.10478	14081	0.08694	6838	0.11226	8214	0.09294	9822	0.08365
chr17	42000000	43000000	0.6918	5490	0.07408	10453	0.06773	4794	0.08013	6272	0.07213	7214	0.05456
chr17	43000000	44000000	0.6301	6113	0.10907	11066	0.07406	4924	0.12086	6300	0.10661	7566	0.08957
chr17	44000000	45000000	0.6786	6210	0.09362	11596	0.06225	5442	0.09455	6875	0.08615	7632	0.07901
chr17	45000000	46000000	0.6048	7521	0.14804	12905	0.05451	7006	0.05438	7925	0.07985	9273	0.10185
chr17	46000000	47000000	0.5599	5760	0.16439	9052	0.05559	5124	0.06631	5993	0.08364	6645	0.12192
chr17	47000000	48000000	0.5091	6515	0.10743	11474	0.06584	5660	0.12352	7020	0.10623	8200	0.08812
chr17	48000000	49000000	0.9155	5916	0.11726	10420	0.07596	5591	0.10268	6671	0.10061	7647	0.09267
chr17	49000000	50000000	1.4231	6473	0.09317	11629	0.06850	5630	0.10105	7211	0.08881	8408	0.07607
chr17	50000000	51000000	1.6326	6923	0.10730	12731	0.07766	5988	0.10194	7046	0.10791	8893	0.09033
chr17	51000000	52000000	1.2065	6538	0.10993	11967	0.08001	5759	0.11260	7112	0.10308	8104	0.09236
chr17	52000000	53000000	0.6609	7495	0.12350	12738	0.08256	6045	0.14084	7516	0.13660	8741	0.11620
chr17	53000000	54000000	0.6068	6741	0.10222	12392	0.08205	5544	0.12693	7280	0.10044	8694	0.08420
chr17	54000000	55000000	0.9588	6752	0.11313	12829	0.08009	5964	0.11659	7582	0.09519	8616	0.08937
chr17	55000000	56000000	1.5043	6740	0.09949	12130	0.08544	5965	0.12698	7200	0.10712	8657	0.08285
chr17	56000000	57000000	2.2454	6542	0.09868	12031	0.08062	5891	0.08478	7033	0.09309	8456	0.07683
chr17	57000000	58000000	1.9316	7164	0.10786	12690	0.07793	5916	0.09937	7530	0.09729	9245	0.08385
chr17	58000000	59000000	1.3379	5352	0.08915	9687	0.06104	4585	0.07726	5987	0.07312	6818	0.06375
chr17	59000000	60000000	0.3687	5406	0.08508	10184	0.06328	4976	0.09645	5819	0.08604	6906	0.07177
chr17	60000000	61000000	0.7518	5641	0.03398	10831	0.08677	4690	0.04316	5416	0.02543	7155	0.04653
chr17	61000000	62000000	0.9456	5525	0.08112	10465	0.07008	4822	0.09718	5844	0.07768	7096	0.07198
chr17	62000000	63000000	1.0263	6879	0.08004	12109	0.07066	5589	0.09186	6828	0.08851	8796	0.06793
chr17	63000000	64000000	0.7087	6416	0.08348	11629	0.05639	5194	0.07446	6325	0.07129	8077	0.06487
chr17	64000000	65000000	0.9909	5691	0.06844	10920	0.06851	4825	0.05561	6045	0.05860	7565	0.05588
chr17	65000000	66000000	1.3418	7486	0.11026	13239	0.09527	6666	0.10350	7766	0.10878	9557	0.09527
chr17	66000000	67000000	1.6543	8088	0.12319	12917	0.09249	6781	0.11957	8564	0.11404	9837	0.10609
chr17	67000000	68000000	1.6870	6482	0.08778	11909	0.07532	5683	0.09985	7203	0.08389	8337	0.07495
chr17	68000000	69000000	1.5206	7484	0.12142	13778	0.08445	6692	0.13802	7643	0.12640	9996	0.09257
chr17	69000000	70000000	1.4813	5878	0.11597	11488	0.07931	5328	0.12102	6413	0.10216	7851	0.09006
chr17	70000000	71000000	1.2886	6279	0.12705	12276	0.08319	6270	0.10595	7294	0.11200	8875	0.09443
chr17	71000000	72000000	1.9758	7066	0.11306	13351	0.08619	6699	0.11571	8054	0.10574	9517	0.09074
chr17	72000000	73000000	2.7570	7611	0.11826	13916	0.08461	7128	0.10972	8066	0.10986	10148	0.09475
chr17	73000000	74000000	3.4563	8267	0.11566	14484	0.09092	7554	0.12065	8946	0.11192	10796	0.09280
chr17	74000000	75000000	2.7121	7954	0.10424	14040	0.08288	6990	0.11472	8639	0.10217	10236	0.08501
chr17	75000000	76000000	2.1352	7632	0.08717	13383	0.07423	6631	0.09202	8093	0.08782	9967	0.07308
chr17	76000000	77000000	2.0568	8244	0.10747	14597	0.09526	7200	0.12743	8955	0.11253	10659	0.09455
chr17	77000000	78000000	2.7936	8917	0.10596	15758	0.08352	8336	0.11446	10070	0.10302	11579	0.08583
chr17	78000000	79000000	4.0736	9455	0.10473	16330	0.07967	8614	0.11930	10120	0.10525	11987	0.08557
chr17	79000000	80000000	3.5935	9964	0.10424	17054	0.08380	9128	0.11559	10484	0.10699	12458	0.09017
chr17	80000000	81000000	3.2776	9435	0.11725	15846	0.08600	8445	0.12301	10234	0.11152	11362	0.09534
chr17	81000000	82000000	1.7744	9572	0.09387	16169	0.07051	8368	0.08364	10332	0.08279	10982	0.08134
chr17	82000000	83000000	1.8185	10265	0.10283	17557	0.07535	8649	0.08897	10414	0.10104	12252	0.08487
chr17	83000000	84000000	1.8185	2656	0.09222	4439	0.08151	2372	0.10979	2535	0.09800	3188	0.08303
chr18	0	1000000	2.3198	8707	0.13639	14308	0.09731	7870	0.12891	9515	0.12073	10933	0.11078
chr18	1000000	2000000	2.8116	7236	0.14334	13531	0.10015	6587	0.15542	7792	0.13730	9590	0.11246
chr18	2000000	3000000	3.1194	8064	0.12854	13796	0.10104	6674	0.14480	8351	0.12717	10384	0.10613
chr18	3000000	4000000	3.8073	8085	0.12147	14185	0.10032	7151	0.12789	9124	0.11153	10614	0.09716
chr18	4000000	5000000	3.8204	8351	0.11702	13712	0.09819	7414	0.12927	8709	0.11326	10454	0.10064
chr18	5000000	6000000	3.6679	7910	0.11465	13803	0.09280	7050	0.12288	8541	0.11709	10149	0.10201
chr18	6000000	7000000	3.3728	7030	0.11790	13719	0.09522	6215	0.13405	7822	0.11391	10319	0.08852
chr18	7000000	8000000	3.3500	7481	0.09631	14550	0.09016	7052	0.11457	8371	0.10459	10749	0.07984
chr18	8000000	9000000	2.9894	8340	0.13438	14927	0.09180	7049	0.13835	8970	0.12644	11119	0.10438
chr18	9000000	10000000	3.1368	7244	0.11700	13411	0.07964	6198	0.11594	8140	0.10313	10029	0.08528
chr18	10000000	11000000	3.0489	8154	0.14543	15960	0.09436	7457	0.14097	9219	0.12499	11854	0.10448
chr18	11000000	12000000	2.5317	8981	0.10871	16059	0.09486	7921	0.12898	9236	0.11709	11445	0.09026
chr18	12000000	13000000	1.8973	7939	0.12021	13774	0.08192	7040	0.12773	8168	0.11574	10234	0.09959
chr18	13000000	14000000	1.0882	7575	0.11293	13466	0.08259	7412	0.10859	8496	0.09923	9600	0.09051
chr18	14000000	15000000	0.8147	9351	0.11294	17987	0.08043	9141	0.11439	10465	0.10871	12840	0.08680
chr18	15000000	16000000	0.2973	7200	0.04687	14695	0.04675	7502	0.04397	8502	0.04513	10046	0.03635
chr18	16000000	17000000	0.0434	1473	0.01231	2366	0.01345	1487	0.01318	1698	0.01137	1537	0.01288
chr18	17000000	18000000	0.0005	920	0.01101	1555	0.01282	962	0.01109	1094	0.00973	1006	0.01089
chr18	18000000	19000000	0.0009	1390	0.01277	2520	0.01700	1405	0.01450	1556	0.01170	1658	0.01573
chr18	19000000	20000000	0.0011	954	0.01227	1541	0.01574	975	0.01309	1024	0.01147	1066	0.01344
chr18	20000000	21000000	0.0572	3461	0.01806	7882	0.03693	3555	0.01833	4008	0.01551	5034	0.01930
chr18	21000000	22000000	0.3606	4679	0.05032	9230	0.05402	4411	0.06045	5261	0.05108	6450	0.05131
chr18	22000000	23000000	0.5744	6403	0.10808	11967	0.08197	5942	0.12086	7438	0.10219	8621	0.08931
chr18	23000000	24000000	1.0427	5732	0.08536	10789	0.06191	5302	0.09399	6874	0.08259	7647	0.07851
chr18	24000000	25000000	1.2177	6657	0.11810	12750	0.08413	6582	0.12645	7679	0.11111	9259	0.08933
chr18	25000000	26000000	1.5147	6466	0.10894	12321	0.07338	5907	0.12929	7028	0.10412	8490	0.08716
chr18	26000000	27000000	1.4050	6797	0.09518	12163	0.07335	5568	0.10558	7140	0.08734	8356	0.08744
chr18	27000000	28000000	1.0852	6285	0.10338	11581	0.07793	5809	0.12239	7083	0.09781	8150	0.08702
chr18	28000000	29000000	0.8529	6241	0.11854	11454	0.08568	5492	0.12982	7041	0.11363	8125	0.09661
chr18	29000000	30000000	0.7262	6837	0.10252	12321	0.08243	5679	0.12592	7247	0.10707	8826	0.08684
chr18	30000000	31000000	0.9286	7336	0.12947	12885	0.09197	6547	0.13901	7770	0.12199	8974	0.11072
chr18	31000000	32000000	1.0467	6924	0.12666	13314	0.09122	6367	0.12218	7842	0.11463	9753	0.08980
chr18	32000000	33000000	0.9023	6165	0.09002	11510	0.08001	5591	0.08653	6664	0.08454	8370	0.06856
chr18	33000000	34000000	0.7004	5827	0.09246	11140	0.07978	5310	0.08278	6502	0.07284	7782	0.06988
chr18	34000000	35000000	0.5225	5817	0.08152	11063	0.07073	4745	0.05833	6255	0.06716	7786	0.05624
chr18	35000000	36000000	0.6742	6179	0.09042	11518	0.07711	5436	0.10618	6558	0.09424	8749	0.07211
