chrom	window_start	population	Hbar	n_blocks	mean_distinct_hap	mean_n_hap	cMperMb
chr5	149000000	AMR	0.008083	3	251.7	400	1.5745
chr5	149000000	EAS	0.002995	3	298.0	400	1.5745
chr5	149000000	EUR	0.008308	3	240.3	400	1.5745
chr5	149000000	SAS	0.003814	3	280.0	400	1.5745
chr5	150000000	AFR	0.011607	4	270.8	400	1.8329
chr5	150000000	AMR	0.043158	4	202.0	400	1.8329
chr5	150000000	EAS	0.037942	4	244.0	400	1.8329
chr5	150000000	EUR	0.080915	4	191.8	400	1.8329
chr5	150000000	SAS	0.047472	4	229.2	400	1.8329
chr5	151000000	AFR	0.004987	2	265.5	400	1.3348
chr5	151000000	AMR	0.020789	2	185.0	400	1.3348
chr5	151000000	EAS	0.033415	2	176.0	400	1.3348
chr5	151000000	EUR	0.014919	2	187.5	400	1.3348
chr5	151000000	SAS	0.010865	2	217.0	400	1.3348
chr5	152000000	AFR	0.013039	2	180.0	400	1.0476
chr5	152000000	AMR	0.027688	2	134.0	400	1.0476
chr5	152000000	EAS	0.047325	2	119.5	400	1.0476
chr5	152000000	EUR	0.044580	2	112.5	400	1.0476
chr5	152000000	SAS	0.023083	2	136.5	400	1.0476
chr5	153000000	AFR	0.003177	2	285.0	400	0.6164
chr5	153000000	AMR	0.017375	2	240.5	400	0.6164
chr5	153000000	EAS	0.009743	2	215.0	400	0.6164
chr5	153000000	EUR	0.002657	2	287.0	400	0.6164
chr5	153000000	SAS	0.003227	2	278.5	400	0.6164
chr5	154000000	AFR	0.004361	1	275.0	400	0.7998
chr5	154000000	AMR	0.015000	1	239.0	400	0.7998
chr5	154000000	EAS	0.004812	1	256.0	400	0.7998
chr5	154000000	EUR	0.006316	1	240.0	400	0.7998
chr5	154000000	SAS	0.003183	1	279.0	400	0.7998
chr5	155000000	AFR	0.003327	2	294.0	400	0.7401
chr5	155000000	AMR	0.022393	2	213.0	400	0.7401
chr5	155000000	EAS	0.005338	2	264.0	400	0.7401
chr5	155000000	EUR	0.008321	2	254.0	400	0.7401
chr5	155000000	SAS	0.007544	2	266.5	400	0.7401
chr5	156000000	AFR	0.005764	1	253.0	400	0.7498
chr5	156000000	AMR	0.020576	1	183.0	400	0.7498
chr5	156000000	EAS	0.025915	1	163.0	400	0.7498
chr5	156000000	EUR	0.019035	1	147.0	400	0.7498
chr5	156000000	SAS	0.012256	1	197.0	400	0.7498
chr5	157000000	AFR	0.002870	2	292.0	400	0.6967
chr5	157000000	AMR	0.011660	2	203.0	400	0.6967
chr5	157000000	EAS	0.014449	2	203.5	400	0.6967
chr5	157000000	EUR	0.008008	2	221.0	400	0.6967
chr5	157000000	SAS	0.004580	2	246.0	400	0.6967
chr5	158000000	AFR	0.011861	2	192.0	400	1.1671
chr5	158000000	AMR	0.023233	2	154.5	400	1.1671
chr5	158000000	EAS	0.022437	2	150.5	400	1.1671
chr5	158000000	EUR	0.021642	2	149.5	400	1.1671
chr5	158000000	SAS	0.014342	2	201.5	400	1.1671
chr5	159000000	AFR	0.003177	2	300.0	400	1.2335
chr5	159000000	AMR	0.010169	2	230.0	400	1.2335
chr5	159000000	EAS	0.004217	2	264.5	400	1.2335
chr5	159000000	EUR	0.005332	2	261.0	400	1.2335
chr5	159000000	SAS	0.008321	2	255.0	400	1.2335
chr5	160000000	AFR	0.003450	3	285.0	400	1.1017
chr5	160000000	AMR	0.008367	3	237.7	400	1.1017
chr5	160000000	EAS	0.006216	3	245.7	400	1.1017
chr5	160000000	EUR	0.009879	3	221.0	400	1.1017
chr5	160000000	SAS	0.006571	3	261.0	400	1.1017
chr5	161000000	AFR	0.010564	1	195.0	400	0.9373
chr5	161000000	AMR	0.048045	1	128.0	400	0.9373
chr5	161000000	EAS	0.038496	1	120.0	400	0.9373
chr5	161000000	EUR	0.046040	1	84.0	400	0.9373
chr5	161000000	SAS	0.041917	1	125.0	400	0.9373
chr5	162000000	AFR	0.004179	2	266.0	400	0.8879
chr5	162000000	AMR	0.014286	2	196.5	400	0.8879
chr5	162000000	EAS	0.005282	2	259.0	400	0.8879
chr5	162000000	EUR	0.008421	2	238.0	400	0.8879
chr5	162000000	SAS	0.009142	2	221.0	400	0.8879
chr5	163000000	AFR	0.002907	2	296.0	400	1.1011
chr5	163000000	AMR	0.008822	2	225.5	400	1.1011
chr5	163000000	EAS	0.010890	2	219.0	400	1.1011
chr5	163000000	EUR	0.005758	2	242.0	400	1.1011
chr5	163000000	SAS	0.009480	2	230.5	400	1.1011
chr5	164000000	AFR	0.014039	3	185.7	400	1.2256
chr5	164000000	AMR	0.024453	3	170.3	400	1.2256
chr5	164000000	EAS	0.031295	3	180.0	400	1.2256
chr5	164000000	EUR	0.033993	3	135.7	400	1.2256
chr5	164000000	SAS	0.031529	3	155.7	400	1.2256
chr5	165000000	AFR	0.002707	3	307.7	400	1.3118
chr5	165000000	AMR	0.017648	3	205.7	400	1.3118
chr5	165000000	EAS	0.007510	3	259.0	400	1.3118
chr5	165000000	EUR	0.006353	3	249.3	400	1.3118
chr5	165000000	SAS	0.006366	3	262.3	400	1.3118
chr5	166000000	AFR	0.004185	3	267.0	400	1.6645
chr5	166000000	AMR	0.013028	3	201.0	400	1.6645
chr5	166000000	EAS	0.007661	3	225.7	400	1.6645
chr5	166000000	EUR	0.010831	3	196.3	400	1.6645
chr5	166000000	SAS	0.009837	3	229.3	400	1.6645
chr5	167000000	AFR	0.003417	3	271.3	400	1.7384
chr5	167000000	AMR	0.011621	3	205.7	400	1.7384
chr5	167000000	EAS	0.003739	3	287.7	400	1.7384
chr5	167000000	EUR	0.013480	3	189.3	400	1.7384
chr5	167000000	SAS	0.007114	3	246.0	400	1.7384
chr5	168000000	AFR	0.003744	4	270.5	400	1.9408
chr5	168000000	AMR	0.013904	4	221.2	400	1.9408
chr5	168000000	EAS	0.006638	4	234.8	400	1.9408
chr5	168000000	EUR	0.006178	4	234.8	400	1.9408
chr5	168000000	SAS	0.004417	4	259.0	400	1.9408
chr5	169000000	AFR	0.004614	5	252.4	400	2.1998
chr5	169000000	AMR	0.017288	5	187.0	400	2.1998
chr5	169000000	EAS	0.013930	5	216.6	400	2.1998
chr5	169000000	EUR	0.015905	5	197.2	400	2.1998
chr5	169000000	SAS	0.010955	5	209.0	400	2.1998
chr5	170000000	AFR	0.033847	4	246.0	400	2.1473
chr5	170000000	AMR	0.092660	4	200.5	400	2.1473
chr5	170000000	EAS	0.126776	4	188.2	400	2.1473
chr5	170000000	EUR	0.087199	4	216.8	400	2.1473
chr5	170000000	SAS	0.108102	4	230.0	400	2.1473
chr5	171000000	AFR	0.012561	5	270.8	400	2.3181
chr5	171000000	AMR	0.020326	5	187.4	400	2.3181
chr5	171000000	EAS	0.058238	5	205.6	400	2.3181
chr5	171000000	EUR	0.035318	5	194.2	400	2.3181
chr5	171000000	SAS	0.047714	5	213.4	400	2.3181
chr5	172000000	AFR	0.013554	5	243.8	400	2.4912
chr5	172000000	AMR	0.031524	5	184.6	400	2.4912
chr5	172000000	EAS	0.055451	5	175.2	400	2.4912
chr5	172000000	EUR	0.031762	5	178.0	400	2.4912
chr5	172000000	SAS	0.035769	5	199.2	400	2.4912
chr5	173000000	AFR	0.012411	5	258.6	400	2.8666
chr5	173000000	AMR	0.040038	5	200.2	400	2.8666
chr5	173000000	EAS	0.071018	5	175.4	400	2.8666
chr5	173000000	EUR	0.024311	5	204.0	400	2.8666
chr5	173000000	SAS	0.022787	5	228.8	400	2.8666
chr5	174000000	AFR	0.004424	7	274.4	400	3.3111
chr5	174000000	AMR	0.022682	7	192.7	400	3.3111
chr5	174000000	EAS	0.031549	7	197.1	400	3.3111
chr5	174000000	EUR	0.022827	7	189.6	400	3.3111
chr5	174000000	SAS	0.017084	7	205.6	400	3.3111
chr5	175000000	AFR	0.002481	5	313.0	400	2.5637
chr5	175000000	AMR	0.011173	5	260.2	400	2.5637
chr5	175000000	EAS	0.008847	5	276.0	400	2.5637
chr5	175000000	EUR	0.011867	5	262.0	400	2.5637
chr5	175000000	SAS	0.005737	5	273.8	400	2.5637
chr5	176000000	AFR	0.013412	4	206.8	400	1.8872
chr5	176000000	AMR	0.047704	4	164.2	400	1.8872
chr5	176000000	EAS	0.054066	4	146.0	400	1.8872
chr5	176000000	EUR	0.025705	4	171.5	400	1.8872
chr5	176000000	SAS	0.036303	4	151.0	400	1.8872
chr5	177000000	AFR	0.002502	3	294.0	400	1.3860
chr5	177000000	AMR	0.008262	3	229.7	400	1.3860
chr5	177000000	EAS	0.009348	3	234.0	400	1.3860
chr5	177000000	EUR	0.006069	3	249.3	400	1.3860
chr5	177000000	SAS	0.007665	3	246.7	400	1.3860
chr5	178000000	AFR	0.002314	3	315.0	400	1.8165
chr5	178000000	AMR	0.009921	3	247.7	400	1.8165
chr5	178000000	EAS	0.007481	3	281.3	400	1.8165
chr5	178000000	EUR	0.006784	3	242.3	400	1.8165
chr5	178000000	SAS	0.003467	3	291.3	400	1.8165
chr5	179000000	AFR	0.007826	4	237.5	400	2.1003
chr5	179000000	AMR	0.013725	4	229.0	400	2.1003
chr5	179000000	EAS	0.017654	4	209.5	400	2.1003
chr5	179000000	EUR	0.011404	4	226.2	400	2.1003
chr5	179000000	SAS	0.017400	4	247.2	400	2.1003
chr5	180000000	AFR	0.001526	4	324.0	400	2.1094
chr5	180000000	AMR	0.011491	4	231.2	400	2.1094
chr5	180000000	EAS	0.010367	4	237.8	400	2.1094
chr5	180000000	EUR	0.009073	4	241.0	400	2.1094
chr5	180000000	SAS	0.004922	4	266.2	400	2.1094
chr5	181000000	AFR	0.012888	2	231.0	400	1.7643
chr5	181000000	AMR	0.189035	2	115.0	400	1.7643
chr5	181000000	EAS	0.158584	2	135.5	400	1.7643
chr5	181000000	EUR	0.106980	2	171.5	400	1.7643
chr5	181000000	SAS	0.125238	2	163.5	400	1.7643
chr6	0	AFR	0.048636	8	221.9	400	3.8423
chr6	0	AMR	0.082298	8	135.9	400	3.8423
chr6	0	EAS	0.072458	8	153.1	400	3.8423
chr6	0	EUR	0.069041	8	134.1	400	3.8423
chr6	0	SAS	0.064748	8	152.9	400	3.8423
chr6	1000000	AFR	0.005246	6	276.7	400	3.0312
chr6	1000000	AMR	0.012477	6	207.5	400	3.0312
chr6	1000000	EAS	0.012103	6	260.5	400	3.0312
chr6	1000000	EUR	0.012473	6	236.0	400	3.0312
chr6	1000000	SAS	0.009217	6	250.3	400	3.0312
chr6	2000000	AFR	0.015508	7	198.6	400	3.3576
chr6	2000000	AMR	0.035100	7	148.7	400	3.3576
chr6	2000000	EAS	0.064472	7	126.6	400	3.3576
chr6	2000000	EUR	0.042148	7	129.9	400	3.3576
chr6	2000000	SAS	0.034694	7	146.3	400	3.3576
chr6	3000000	AFR	0.002293	5	312.6	400	2.7087
chr6	3000000	AMR	0.030206	5	232.6	400	2.7087
chr6	3000000	EAS	0.012098	5	200.6	400	2.7087
chr6	3000000	EUR	0.026409	5	212.2	400	2.7087
chr6	3000000	SAS	0.012629	5	215.0	400	2.7087
chr6	4000000	AFR	0.008899	6	221.5	400	2.8416
chr6	4000000	AMR	0.042556	6	137.5	400	2.8416
chr6	4000000	EAS	0.062147	6	116.8	400	2.8416
chr6	4000000	EUR	0.036531	6	122.0	400	2.8416
chr6	4000000	SAS	0.039607	6	136.8	400	2.8416
chr6	5000000	AFR	0.007115	5	267.8	400	2.5685
chr6	5000000	AMR	0.024030	5	194.0	400	2.5685
chr6	5000000	EAS	0.043762	5	183.6	400	2.5685
chr6	5000000	EUR	0.017338	5	192.8	400	2.5685
chr6	5000000	SAS	0.013494	5	221.8	400	2.5685
chr6	6000000	AFR	0.002789	5	305.8	400	2.3089
chr6	6000000	AMR	0.010506	5	237.4	400	2.3089
chr6	6000000	EAS	0.009135	5	275.6	400	2.3089
chr6	6000000	EUR	0.006411	5	260.6	400	2.3089
chr6	6000000	SAS	0.007068	5	277.2	400	2.3089
chr6	7000000	AFR	0.005514	4	254.2	400	1.9246
chr6	7000000	AMR	0.011422	4	198.2	400	1.9246
chr6	7000000	EAS	0.009383	4	220.2	400	1.9246
chr6	7000000	EUR	0.009527	4	225.2	400	1.9246
chr6	7000000	SAS	0.008148	4	227.2	400	1.9246
chr6	8000000	AFR	0.014110	3	231.3	400	1.4283
chr6	8000000	AMR	0.024336	3	171.3	400	1.4283
chr6	8000000	EAS	0.012728	3	204.7	400	1.4283
chr6	8000000	EUR	0.021086	3	183.3	400	1.4283
chr6	8000000	SAS	0.013613	3	211.0	400	1.4283
chr6	9000000	AFR	0.004273	3	262.7	400	1.6231
chr6	9000000	AMR	0.019490	3	172.3	400	1.6231
chr6	9000000	EAS	0.018375	3	188.7	400	1.6231
chr6	9000000	EUR	0.016124	3	169.0	400	1.6231
chr6	9000000	SAS	0.015489	3	182.0	400	1.6231
chr6	10000000	AFR	0.006497	4	244.0	400	2.0578
chr6	10000000	AMR	0.024549	4	191.2	400	2.0578
chr6	10000000	EAS	0.024474	4	207.0	400	2.0578
chr6	10000000	EUR	0.020360	4	185.2	400	2.0578
chr6	10000000	SAS	0.012879	4	202.2	400	2.0578
chr6	11000000	AFR	0.006482	4	249.0	400	2.0614
chr6	11000000	AMR	0.014687	4	193.0	400	2.0614
chr6	11000000	EAS	0.019565	4	187.2	400	2.0614
chr6	11000000	EUR	0.017155	4	187.0	400	2.0614
chr6	11000000	SAS	0.018947	4	204.8	400	2.0614
chr6	12000000	AFR	0.004051	4	263.5	400	1.8878
chr6	12000000	AMR	0.023036	4	197.0	400	1.8878
chr6	12000000	EAS	0.025755	4	211.5	400	1.8878
chr6	12000000	EUR	0.038374	4	180.8	400	1.8878
chr6	12000000	SAS	0.020683	4	208.2	400	1.8878
chr6	13000000	AFR	0.003864	3	273.3	400	1.6338
chr6	13000000	AMR	0.018739	3	209.0	400	1.6338
chr6	13000000	EAS	0.006383	3	243.7	400	1.6338
chr6	13000000	EUR	0.011366	3	204.0	400	1.6338
chr6	13000000	SAS	0.007356	3	243.3	400	1.6338
chr6	14000000	AFR	0.002089	3	305.3	400	1.6740
chr6	14000000	AMR	0.012703	3	216.0	400	1.6740
chr6	14000000	EAS	0.015835	3	207.7	400	1.6740
chr6	14000000	EUR	0.022026	3	195.7	400	1.6740
chr6	14000000	SAS	0.006165	3	237.0	400	1.6740
chr6	15000000	AFR	0.014731	4	219.5	400	1.8749
chr6	15000000	AMR	0.043891	4	127.5	400	1.8749
chr6	15000000	EAS	0.040122	4	147.0	400	1.8749
chr6	15000000	EUR	0.034427	4	116.8	400	1.8749
chr6	15000000	SAS	0.027453	4	143.2	400	1.8749
chr6	16000000	AFR	0.002005	3	319.0	400	1.5866
chr6	16000000	AMR	0.005100	3	270.7	400	1.5866
chr6	16000000	EAS	0.001729	3	319.7	400	1.5866
chr6	16000000	EUR	0.004369	3	288.7	400	1.5866
chr6	16000000	SAS	0.002398	3	314.7	400	1.5866
chr6	17000000	AFR	0.003922	3	270.0	400	1.2405
chr6	17000000	AMR	0.009641	3	216.7	400	1.2405
chr6	17000000	EAS	0.008672	3	235.7	400	1.2405
chr6	17000000	EUR	0.006520	3	222.7	400	1.2405
chr6	17000000	SAS	0.004779	3	253.0	400	1.2405
chr6	18000000	AFR	0.008609	2	212.5	400	0.9917
chr6	18000000	AMR	0.020451	2	158.5	400	0.9917
chr6	18000000	EAS	0.076510	2	131.5	400	0.9917
chr6	18000000	EUR	0.042594	2	135.0	400	0.9917
chr6	18000000	SAS	0.040689	2	131.5	400	0.9917
chr6	19000000	AFR	0.001761	2	318.0	400	1.2338
chr6	19000000	AMR	0.004762	2	256.5	400	1.2338
chr6	19000000	EAS	0.011974	2	235.0	400	1.2338
chr6	19000000	EUR	0.003929	2	267.5	400	1.2338
chr6	19000000	SAS	0.002694	2	299.0	400	1.2338
chr6	20000000	AFR	0.006759	3	236.3	400	1.6161
chr6	20000000	AMR	0.019453	3	189.3	400	1.6161
chr6	20000000	EAS	0.032644	3	196.3	400	1.6161
chr6	20000000	EUR	0.027657	3	189.0	400	1.6161
chr6	20000000	SAS	0.027097	3	201.7	400	1.6161
chr6	21000000	AFR	0.002058	4	308.8	400	1.7028
chr6	21000000	AMR	0.005279	4	265.8	400	1.7028
chr6	21000000	EAS	0.005435	4	274.2	400	1.7028
chr6	21000000	EUR	0.006510	4	234.8	400	1.7028
chr6	21000000	SAS	0.003537	4	281.5	400	1.7028
chr6	22000000	AFR	0.006266	4	240.8	400	1.8098
chr6	22000000	AMR	0.014436	4	190.0	400	1.8098
chr6	22000000	EAS	0.023443	4	185.0	400	1.8098
chr6	22000000	EUR	0.013631	4	192.2	400	1.8098
chr6	22000000	SAS	0.008575	4	205.8	400	1.8098
chr6	23000000	AFR	0.003333	3	280.7	400	1.6324
chr6	23000000	AMR	0.019231	3	196.3	400	1.6324
chr6	23000000	EAS	0.013868	3	237.0	400	1.6324
chr6	23000000	EUR	0.009783	3	229.3	400	1.6324
chr6	23000000	SAS	0.006587	3	269.3	400	1.6324
chr6	24000000	AFR	0.003741	2	266.5	400	1.3343
chr6	24000000	AMR	0.015514	2	214.0	400	1.3343
chr6	24000000	EAS	0.015670	2	216.0	400	1.3343
chr6	24000000	EUR	0.009298	2	235.5	400	1.3343
chr6	24000000	SAS	0.005075	2	262.5	400	1.3343
chr6	25000000	AFR	0.002600	2	304.0	400	0.7877
chr6	25000000	AMR	0.009668	2	263.5	400	0.7877
chr6	25000000	EAS	0.016698	2	263.5	400	0.7877
chr6	25000000	EUR	0.008546	2	241.5	400	0.7877
chr6	25000000	SAS	0.007024	2	276.5	400	0.7877
chr6	26000000	AFR	0.002907	1	301.0	400	0.4255
chr6	26000000	AMR	0.019348	1	208.0	400	0.4255
chr6	26000000	EAS	0.014850	1	200.0	400	0.4255
chr6	26000000	EUR	0.011654	1	203.0	400	0.4255
chr6	26000000	SAS	0.008885	1	233.0	400	0.4255
chr6	28000000	AFR	0.002794	1	317.0	400	0.1449
chr6	28000000	AMR	0.005990	1	259.0	400	0.1449
chr6	28000000	EAS	0.005038	1	270.0	400	0.1449
chr6	28000000	EUR	0.006316	1	267.0	400	0.1449
chr6	28000000	SAS	0.012481	1	207.0	400	0.1449
chr6	30000000	AFR	0.005125	1	293.0	400	0.3482
chr6	30000000	AMR	0.006591	1	248.0	400	0.3482
chr6	30000000	EAS	0.010940	1	270.0	400	0.3482
chr6	30000000	EUR	0.010602	1	236.0	400	0.3482
chr6	30000000	SAS	0.007193	1	255.0	400	0.3482
chr6	31000000	AFR	0.007732	1	214.0	400	0.5279
chr6	31000000	AMR	0.018358	1	170.0	400	0.5279
chr6	31000000	EAS	0.017243	1	170.0	400	0.5279
chr6	31000000	EUR	0.025100	1	136.0	400	0.5279
chr6	31000000	SAS	0.017231	1	140.0	400	0.5279
chr6	32000000	AFR	0.007751	2	264.0	400	0.8997
chr6	32000000	AMR	0.010633	2	240.5	400	0.8997
chr6	32000000	EAS	0.006873	2	250.5	400	0.8997
chr6	32000000	EUR	0.010439	2	245.5	400	0.8997
chr6	32000000	SAS	0.009881	2	207.0	400	0.8997
chr6	33000000	AFR	0.002494	2	315.5	400	0.9856
chr6	33000000	AMR	0.009555	2	239.5	400	0.9856
chr6	33000000	EAS	0.003716	2	283.5	400	0.9856
chr6	33000000	EUR	0.004580	2	257.5	400	0.9856
chr6	33000000	SAS	0.004361	2	281.0	400	0.9856
chr6	34000000	AFR	0.033434	1	129.0	400	0.8970
chr6	34000000	AMR	0.089950	1	72.0	400	0.8970
chr6	34000000	EAS	0.101679	1	62.0	400	0.8970
chr6	34000000	EUR	0.107080	1	78.0	400	0.8970
chr6	34000000	SAS	0.184486	1	47.0	400	0.8970
chr6	35000000	AFR	0.010464	2	240.5	400	0.8734
chr6	35000000	AMR	0.047312	2	158.5	400	0.8734
chr6	35000000	EAS	0.016873	2	178.5	400	0.8734
chr6	35000000	EUR	0.027080	2	153.0	400	0.8734
chr6	35000000	SAS	0.026573	2	164.5	400	0.8734
chr6	36000000	AFR	0.004925	2	265.0	400	1.1620
chr6	36000000	AMR	0.008208	2	272.0	400	1.1620
chr6	36000000	EAS	0.003058	2	301.0	400	1.1620
chr6	36000000	EUR	0.003828	2	270.5	400	1.1620
chr6	36000000	SAS	0.003465	2	295.5	400	1.1620
chr6	37000000	AFR	0.011491	3	246.3	400	1.2096
chr6	37000000	AMR	0.023659	3	212.3	400	1.2096
chr6	37000000	EAS	0.026003	3	204.3	400	1.2096
chr6	37000000	EUR	0.023968	3	222.7	400	1.2096
chr6	37000000	SAS	0.012464	3	236.3	400	1.2096
chr6	38000000	AFR	0.007030	2	239.0	400	1.2136
chr6	38000000	AMR	0.022870	2	161.5	400	1.2136
chr6	38000000	EAS	0.031441	2	168.0	400	1.2136
chr6	38000000	EUR	0.024799	2	154.0	400	1.2136
chr6	38000000	SAS	0.020370	2	182.5	400	1.2136
chr6	39000000	AFR	0.018413	3	250.0	400	1.1867
chr6	39000000	AMR	0.036997	3	186.7	400	1.1867
chr6	39000000	EAS	0.029411	3	231.3	400	1.1867
chr6	39000000	EUR	0.024566	3	184.7	400	1.1867
chr6	39000000	SAS	0.029662	3	214.0	400	1.1867
chr6	40000000	AFR	0.010280	3	222.7	400	1.7246
chr6	40000000	AMR	0.014745	3	202.3	400	1.7246
chr6	40000000	EAS	0.015338	3	237.3	400	1.7246
chr6	40000000	EUR	0.019027	3	191.7	400	1.7246
chr6	40000000	SAS	0.013116	3	229.7	400	1.7246
chr6	41000000	AFR	0.004981	4	274.8	400	2.0046
chr6	41000000	AMR	0.010987	4	232.2	400	2.0046
chr6	41000000	EAS	0.007588	4	255.0	400	2.0046
chr6	41000000	EUR	0.011798	4	223.0	400	2.0046
chr6	41000000	SAS	0.008960	4	243.0	400	2.0046
chr6	42000000	AFR	0.011714	4	215.0	400	2.1650
chr6	42000000	AMR	0.042456	4	146.0	400	2.1650
chr6	42000000	EAS	0.079157	4	147.2	400	2.1650
chr6	42000000	EUR	0.033202	4	154.0	400	2.1650
chr6	42000000	SAS	0.028888	4	167.8	400	2.1650
chr6	43000000	AFR	0.010551	4	236.0	400	1.9891
chr6	43000000	AMR	0.038415	4	181.5	400	1.9891
chr6	43000000	EAS	0.037206	4	189.2	400	1.9891
chr6	43000000	EUR	0.046385	4	170.2	400	1.9891
chr6	43000000	SAS	0.031541	4	190.5	400	1.9891
chr6	44000000	AFR	0.021387	3	240.0	400	1.5395
chr6	44000000	AMR	0.053471	3	226.7	400	1.5395
chr6	44000000	EAS	0.074641	3	242.7	400	1.5395
chr6	44000000	EUR	0.052853	3	217.7	400	1.5395
chr6	44000000	SAS	0.063354	3	248.7	400	1.5395
chr6	45000000	AFR	0.046675	3	201.7	400	1.2481
chr6	45000000	AMR	0.060844	3	181.7	400	1.2481
chr6	45000000	EAS	0.093350	3	196.3	400	1.2481
chr6	45000000	EUR	0.065297	3	189.0	400	1.2481
chr6	45000000	SAS	0.068642	3	196.0	400	1.2481
chr6	46000000	AFR	0.004204	2	278.5	400	1.0166
chr6	46000000	AMR	0.020783	2	213.5	400	1.0166
chr6	46000000	EAS	0.021397	2	233.0	400	1.0166
chr6	46000000	EUR	0.017914	2	219.5	400	1.0166
chr6	46000000	SAS	0.008102	2	245.5	400	1.0166
chr6	47000000	AFR	0.004330	2	267.0	400	0.7954
chr6	47000000	AMR	0.034029	2	171.0	400	0.7954
chr6	47000000	EAS	0.041253	2	155.0	400	0.7954
chr6	47000000	EUR	0.023797	2	166.5	400	0.7954
chr6	47000000	SAS	0.006310	2	237.0	400	0.7954
chr6	48000000	AFR	0.006115	1	253.0	400	0.5694
chr6	48000000	AMR	0.036516	1	180.0	400	0.5694
chr6	48000000	EAS	0.009085	1	225.0	400	0.5694
chr6	48000000	EUR	0.009336	1	205.0	400	0.5694
chr6	48000000	SAS	0.005965	1	234.0	400	0.5694
chr6	50000000	AFR	0.003333	1	265.0	400	0.3922
chr6	50000000	AMR	0.020464	1	206.0	400	0.3922
chr6	50000000	EAS	0.010977	1	207.0	400	0.3922
chr6	50000000	EUR	0.009799	1	187.0	400	0.3922
chr6	50000000	SAS	0.006028	1	226.0	400	0.3922
chr6	51000000	AFR	0.004712	2	265.0	400	0.8222
chr6	51000000	AMR	0.025758	2	215.0	400	0.8222
chr6	51000000	EAS	0.016504	2	184.5	400	0.8222
chr6	51000000	EUR	0.011692	2	201.0	400	0.8222
chr6	51000000	SAS	0.010320	2	217.0	400	0.8222
chr6	52000000	AFR	0.004881	2	248.0	400	1.1587
chr6	52000000	AMR	0.033571	2	213.0	400	1.1587
chr6	52000000	EAS	0.008427	2	222.5	400	1.1587
chr6	52000000	EUR	0.009079	2	225.0	400	1.1587
chr6	52000000	SAS	0.005445	2	275.0	400	1.1587
chr6	53000000	AFR	0.003346	2	290.5	400	1.1462
chr6	53000000	AMR	0.018490	2	209.5	400	1.1462
chr6	53000000	EAS	0.003672	2	278.0	400	1.1462
chr6	53000000	EUR	0.008189	2	242.5	400	1.1462
chr6	53000000	SAS	0.004380	2	265.0	400	1.1462
chr6	54000000	AFR	0.003402	2	277.0	400	0.7782
chr6	54000000	AMR	0.029994	2	174.0	400	0.7782
chr6	54000000	EAS	0.018346	2	172.0	400	0.7782
chr6	54000000	EUR	0.029311	2	174.0	400	0.7782
chr6	54000000	SAS	0.018985	2	213.5	400	0.7782
chr6	55000000	AFR	0.001190	1	337.0	400	0.5463
chr6	55000000	AMR	0.006967	1	274.0	400	0.5463
chr6	55000000	EAS	0.004048	1	276.0	400	0.5463
chr6	55000000	EUR	0.001216	1	332.0	400	0.5463
chr6	55000000	SAS	0.003722	1	289.0	400	0.5463
chr6	56000000	AFR	0.006391	1	250.0	400	0.4651
chr6	56000000	AMR	0.016378	1	185.0	400	0.4651
chr6	56000000	EAS	0.019474	1	183.0	400	0.4651
chr6	56000000	EUR	0.014975	1	187.0	400	0.4651
chr6	56000000	SAS	0.036880	1	154.0	400	0.4651
chr6	57000000	AFR	0.001805	1	325.0	400	0.2791
chr6	57000000	AMR	0.008108	1	301.0	400	0.2791
chr6	57000000	EAS	0.005038	1	294.0	400	0.2791
chr6	57000000	EUR	0.003672	1	275.0	400	0.2791
chr6	57000000	SAS	0.006579	1	277.0	400	0.2791
chr6	63000000	AFR	0.003321	1	268.0	400	0.2554
chr6	63000000	AMR	0.023471	1	200.0	400	0.2554
chr6	63000000	EAS	0.004461	1	274.0	400	0.2554
chr6	63000000	EUR	0.006679	1	223.0	400	0.2554
chr6	63000000	SAS	0.004574	1	264.0	400	0.2554
chr6	65000000	AFR	0.002425	2	307.0	400	0.5478
chr6	65000000	AMR	0.005482	2	250.0	400	0.5478
chr6	65000000	EAS	0.003183	2	286.5	400	0.5478
chr6	65000000	EUR	0.004505	2	260.5	400	0.5478
chr6	65000000	SAS	0.003227	2	294.5	400	0.5478
chr6	66000000	AFR	0.001454	1	330.0	400	0.5421
chr6	66000000	AMR	0.008985	1	227.0	400	0.5421
chr6	66000000	EAS	0.019637	1	153.0	400	0.5421
chr6	66000000	EUR	0.006579	1	238.0	400	0.5421
chr6	66000000	SAS	0.006604	1	224.0	400	0.5421
chr6	67000000	AFR	0.000927	1	349.0	400	0.5719
chr6	67000000	AMR	0.002419	1	299.0	400	0.5719
chr6	67000000	EAS	0.011830	1	240.0	400	0.5719
chr6	67000000	EUR	0.001391	1	332.0	400	0.5719
chr6	67000000	SAS	0.001128	1	343.0	400	0.5719
chr6	68000000	AFR	0.010514	1	216.0	400	0.4354
chr6	68000000	AMR	0.017293	1	154.0	400	0.4354
chr6	68000000	EAS	0.069599	1	109.0	400	0.4354
chr6	68000000	EUR	0.017794	1	138.0	400	0.4354
chr6	68000000	SAS	0.015063	1	178.0	400	0.4354
chr6	69000000	AFR	0.000652	1	360.0	400	0.6168
